bus_id,x,y,typ,voltage,frequency,name,operator,ref,source,n_gen,capacity,net_capacity,wkt_srid_4326,region,injection_mw
131,8.10553905313517,53.5565256492864,sub_station,,,Rüstersieler-/Kurt-Schumacher-Straße,,463 E,,,,,SRID=4326;POINT(8.10553905313517 53.5565256492864),Amprion,60.350411336476704
2528,13.2116341848095,52.5757701932049,sub_station,,,,Vattenfall,2525,,,,,SRID=4326;POINT(13.2116341848095 52.5757701932049),50Hertz,5.513220360292511
3843,11.0479650170508,49.6995460582576,sub_station,,,,,,,,,,SRID=4326;POINT(11.0479650170508 49.6995460582576),TenneT,-9.701090124395545
6003,8.76445061909099,53.2266841855798,substation,20000,50,Trafostation Hinter dem Gartel,Stadtwerke,,,,,,SRID=4326;POINT(8.76445061909099 53.2266841855798),Amprion,5.210830940197846
7935,9.20556798003176,52.414501161779,substation,,,,,,,,,,SRID=4326;POINT(9.20556798003176 52.414501161779),TenneT,-4.993373668038444
9680,10.4083626482956,53.4112420485159,substation,,,,,,,,,,SRID=4326;POINT(10.4083626482956 53.4112420485159),50Hertz,9.556669226299956
15409,8.7026453597337,51.7489921877656,substation,,,,,016017 Sportplatz Merschweg,,,,,SRID=4326;POINT(8.7026453597337 51.7489921877656),Amprion,-15.540169571421226
15704,9.99206277421466,53.7897737674627,substation,11000;400,,,Schleswig-Holstein Netz,,,,,,SRID=4326;POINT(9.99206277421466 53.7897737674627),50Hertz,61.54774331037778
16773,13.4949156070863,52.5896917767973,substation,380000;110000,50,Umspannwerk Malchow,50Hertz;Stromnetz Berlin,MOW,,,,,SRID=4326;POINT(13.4949156070863 52.5896917767973),50Hertz,6.678218319095043
16777,9.98468121228376,53.7412414837162,substation,380000;220000;110000,50,Umspannwerk Hamburg-Nord,50Hertz Transmission,,,,,,SRID=4326;POINT(9.98468121228376 53.7412414837162),50Hertz,61.47514390226643
16778,6.93481717657151,51.0334821635245,substation,220000;110000,50,UW Fühlingen,RheinEnergie,,,,,,SRID=4326;POINT(6.93481717657151 51.0334821635245),Amprion,-11.707807622107207
16780,6.96562911753218,51.0692893895334,substation,380000;220000;110000,,Station Opladen,RWE,,,,,,SRID=4326;POINT(6.96562911753218 51.0692893895334),Amprion,-12.624823230286932
16888,6.97593065958018,51.0376050168943,substation,220000;110000,,Station Dhünnaue,,,,,,,SRID=4326;POINT(6.97593065958018 51.0376050168943),Amprion,-12.340295413538087
16903,6.61430625728039,51.6186756053732,substation,220000;110000,50,,,,,,,,SRID=4326;POINT(6.61430625728039 51.6186756053732),Amprion,-16.103198720589678
16926,6.66023164565932,51.2956191989333,substation,110000,,Station Lank,RWE,,,,,,SRID=4326;POINT(6.66023164565932 51.2956191989333),Amprion,-12.341754860116541
16983,9.59430201034526,49.7983668593581,substation,220000;110000,50,Umspannwerk Trennfeld,TenneT TSO GmbH;E.ON Netz GmbH,TRE,,,,,SRID=4326;POINT(9.59430201034526 49.7983668593581),TenneT,-5.180959934335046
17025,7.07533546119909,51.5190966998987,substation,110000,50,Station Gelsenkirchen,RWE,,,,,,SRID=4326;POINT(7.07533546119909 51.5190966998987),Amprion,-19.991912188690332
17071,6.90667335507709,51.5652678379062,substation,380000;110000,50,Station Nordlicht,RWE; ELE,,,,,,SRID=4326;POINT(6.90667335507709 51.5652678379062),Amprion,-18.437774114000117
17104,6.67471906922509,51.3249491794085,substation,220000;110000,,Station Gellep,RWE,,,,,,SRID=4326;POINT(6.67471906922509 51.3249491794085),Amprion,-12.889925621278874
17105,6.65671831878072,51.3795300647971,substation,220000;110000,50,Uerdingen,RWE,,,,,,SRID=4326;POINT(6.65671831878072 51.3795300647971),Amprion,-13.50670737415436
17120,9.88747438029722,52.494488974268,substation,110000,50,Burgwedel,EON_Netz,BWED,,,,,SRID=4326;POINT(9.88747438029722 52.494488974268),TenneT,-0.7208791220225592
17128,11.0056026142412,52.195809447852,substation,110000,,Umspannwerk Helmstedt,E.ON Netz GmbH,,,,,,SRID=4326;POINT(11.0056026142412 52.195809447852),TenneT,2.520910463256717
17138,6.48813238147576,50.8810659271143,substation,380000,50,Station Hambach,RWE,,,,,,SRID=4326;POINT(6.48813238147576 50.8810659271143),Amprion,42.77217719715543
17169,9.39174688715465,48.7190549961078,substation,110000;15000,16.7,Unterwerk Plochingen,DB_Energie,,,,,,SRID=4326;POINT(9.39174688715465 48.7190549961078),TransnetBW,-6.822535608604115
17191,10.4626489600018,52.2816072635621,substation,,50,Braunschweig-West,,,,,,,SRID=4326;POINT(10.4626489600018 52.2816072635621),TenneT,1.8026930379379316
17306,9.40081810882864,48.6669725947836,substation,380000;220000;110000,,EnBW Umspannwerk Wendlingen,,,,,,,SRID=4326;POINT(9.40081810882864 48.6669725947836),TransnetBW,-6.841177228582115
17364,7.13690143578002,50.6428910425134,substation,380000;110000,50,Station Ließem,Amprion,,,,,,SRID=4326;POINT(7.13690143578002 50.6428910425134),Amprion,-10.052316883393136
17376,6.59601478983902,50.9525301186299,substation,380000;110000,50,Station Paffendorf,Amprion,,,,,,SRID=4326;POINT(6.59601478983902 50.9525301186299),Amprion,41.54236837037492
17404,10.6412605608381,48.0274331794465,substation,220000;110000,50,Umspannstation Irsingen,,,,,,,SRID=4326;POINT(10.6412605608381 48.0274331794465),TransnetBW,37.14645035892099
17430,13.0786799718301,54.284850254914,substation,220000;110000,,Umspannwerk Lüdershagen,50Hertz Transmission GmbH;E.ON edis AG,Lhg,,,,,SRID=4326;POINT(13.0786799718301 54.284850254914),50Hertz,51.920409171259344
17495,9.79733877608233,52.0008324682943,substation,220000;110000,50,Godenau,TenneT;EON_Netz,,,,,,SRID=4326;POINT(9.79733877608233 52.0008324682943),TenneT,-2.67653305152726
17549,9.27446754036973,48.5496782228246,substation,380000;220000;110000,50,EnBW Umspannwerk Metzingen,Netze BW,,,,,,SRID=4326;POINT(9.27446754036973 48.5496782228246),TransnetBW,-5.653231453991523
17558,8.93225449594203,52.1933143275816,substation,220000;110000,50,UW Veltheim,Westfalen Weser Netz GmbH,,,,,,SRID=4326;POINT(8.93225449594203 52.1933143275816),TenneT,-9.300116878370135
17590,10.4437137570229,49.6551649782877,substation,110000,50,Umspannanlage Markt Bibart,N-ERGIE,,,,,,SRID=4326;POINT(10.4437137570229 49.6551649782877),TenneT,-7.991350199959648
17597,10.972912001999,49.5585470545105,substation,380000;110000,50,Kriegenbrunn,EON_Netz,KRI,,,,,SRID=4326;POINT(10.972912001999 49.5585470545105),TenneT,-11.46518522505406
17647,12.0823055225582,49.2975904932612,substation,380000;220000;110000,50,Schwandorf,"TenneT TSO GmbH, E.ON Netz GmbH",SD,,,,,SRID=4326;POINT(12.0823055225582 49.2975904932612),50Hertz,-15.45004308897137
17654,13.4684802412319,52.632579434102,substation,110000,50,Umspannwerk Buch,Stromnetz Berlin,,,,,,SRID=4326;POINT(13.4684802412319 52.632579434102),50Hertz,6.172016115125842
17734,8.06008866646723,53.620245097212,substation,220000;155000,50,Inhausen,TenneT,INHA,,,,,SRID=4326;POINT(8.06008866646723 53.620245097212),Amprion,61.38251688408663
17767,11.8939194608678,51.4055028474632,substation,380000;110000,50,Umspannwerk Lauchstädt,50Hertz;enviaM,,,,,,SRID=4326;POINT(11.8939194608678 51.4055028474632),50Hertz,2.9418540564043116
17769,13.6829073407056,54.1391577897017,substation,380000;220000,,Umspannwerk Lubmin,50Hertz,,,,,,SRID=4326;POINT(13.6829073407056 54.1391577897017),50Hertz,51.68881443504962
17840,13.3686370100705,52.5031478804454,substation,380000;110000,,Berlin/Mitte,50Hertz;Stromnetz Berlin,,,,,,SRID=4326;POINT(13.3686370100705 52.5031478804454),50Hertz,6.864419296714395
18014,9.80132391851607,47.6525066550395,substation,380000,50,Umspannwerk Obermooweiler,,,,,,,SRID=4326;POINT(9.80132391851607 47.6525066550395),TransnetBW,44.87829945986235
18119,6.91098381197121,50.8830875439979,station,,,,,,,,,,SRID=4326;POINT(6.91098381197121 50.8830875439979),Amprion,-9.503747925010192
18120,6.96338638296758,50.8338255190495,substation,220000;110000,50,Station Bollenacker,RWE,,,,,,SRID=4326;POINT(6.96338638296758 50.8338255190495),Amprion,-9.641159142087762
18126,6.72890611185741,51.4960799377527,substation,220000,50,,,,,,,,SRID=4326;POINT(6.72890611185741 51.4960799377527),Amprion,-15.730856348201065
18127,9.37886825131938,48.8797896192998,substation,220000;110000,50,Umspannwerk Winnenden,,,,,,,SRID=4326;POINT(9.37886825131938 48.8797896192998),TransnetBW,-6.74272643651504
18149,8.50103282348084,48.9231456598707,substation,,,110kV Umspannwerk Langensteinbach,EnBW,,,,,,SRID=4326;POINT(8.50103282348084 48.9231456598707),TransnetBW,-1.850893321072098
18151,7.35312358438307,51.5758058196046,substation,380000,50,Station Mengede,RWE,,,,,,SRID=4326;POINT(7.35312358438307 51.5758058196046),Amprion,-23.504008383888873
18160,13.6703967390889,52.6913456063125,substation,110000,50,Windpark Willmersdorf,EON_edis,,,,,,SRID=4326;POINT(13.6703967390889 52.6913456063125),50Hertz,6.349766718964375
18212,13.4888670135834,52.3940952853246,substation,110000,50,E.ON edis Umspannwerk Schönefeld Wohnungsbau,EON_edis,SfN,,,,,SRID=4326;POINT(13.4888670135834 52.3940952853246),50Hertz,8.776998838194977
18224,12.5181586241793,51.1570964951171,substation,380000;220000;110000,50,Eula,50Hertz Transmission,,,,,,SRID=4326;POINT(12.5181586241793 51.1570964951171),50Hertz,4.009901001179026
18385,7.54227184507313,50.9707616777471,substation,110000,50,Station Bomig,RWE,,,,,,SRID=4326;POINT(7.54227184507313 50.9707616777471),Amprion,-19.494075536690843
18435,14.0336979384638,53.5078673879307,substation,220000;110000,,Pasewalk,50Hertz Transmission GmbH;E.ON edis AG,,,,,,SRID=4326;POINT(14.0336979384638 53.5078673879307),50Hertz,51.9245662473995
18576,12.4994098826468,52.4052153659442,substation,220000;110000,,Brandenburg-West,50Hertz Transmission GmbH,,,,,,SRID=4326;POINT(12.4994098826468 52.4052153659442),50Hertz,3.6672831901931566
18638,6.7321841585071,51.4594337108542,substation,220000;110000,50,Station Ruhrort,Amprion,,,,,,SRID=4326;POINT(6.7321841585071 51.4594337108542),Amprion,-15.293920407183151
18657,8.61667318028005,48.0659747395541,substation,380000;110000,50,Umspannwerk Trossingen,,TRSNG,,,,,SRID=4326;POINT(8.61667318028005 48.0659747395541),TransnetBW,48.36945499603417
18769,7.71860725880386,51.534198423705,substation,380000;110000,,Station Unna,Amprion,,,,,,SRID=4326;POINT(7.71860725880386 51.534198423705),Amprion,-25.369529633342125
18772,6.73156290507367,51.3745978386711,station,,,,,,,,,,SRID=4326;POINT(6.73156290507367 51.3745978386711),Amprion,-14.133109553737555
18953,14.2708395426762,53.0962882257755,substation,220000;110000,50,Vierraden,50Hertz Transmission GmbH,,,,,,SRID=4326;POINT(14.2708395426762 53.0962882257755),50Hertz,52.76525399590331
18981,13.315511845505,52.5220163794265,substation,380000;110000,50,Umspannwerk Charlottenburg,50Hertz,,,,,,SRID=4326;POINT(13.315511845505 52.5220163794265),50Hertz,6.412147448782216
19204,9.04740400252734,51.1677782147795,substation,400000,,,E.ON Kraftwerke GmbH,,,,,,SRID=4326;POINT(9.04740400252734 51.1677782147795),TenneT,-11.203152369018438
19263,7.99290423854321,51.6836915356284,substation,380000,50,Station Uentrop,RWE,,,,,,SRID=4326;POINT(7.99290423854321 51.6836915356284),Amprion,-24.295217737760396
19334,9.85135381041867,51.649161433026,substation,220000;110000,50,Hardegsen,TenneT;EON_Netz,,,,,,SRID=4326;POINT(9.85135381041867 51.649161433026),TenneT,-2.9462963620378186
19605,6.90263526056579,51.0146924999731,substation,110000,50,,Rheinenergie,,,,,,SRID=4326;POINT(6.90263526056579 51.0146924999731),Amprion,-11.024839802315359
19868,10.9367106687494,48.4013136327884,substation,380000;110000,50,Umspannwerk Lechhausen; Übernahmestation Lechhausen,Lechwerke;Stadtwerke Augsburg,613 U;1000,,,,,SRID=4326;POINT(10.9367106687494 48.4013136327884),TenneT,-17.344186030800635
19922,7.21334903192395,49.1681637914888,substation,,,,Pfalzwerke AG,,,,,,SRID=4326;POINT(7.21334903192395 49.1681637914888),TransnetBW,-0.2691090299595231
19966,6.92009758457639,49.9705403656679,substation,220000;110000,,Station Wengerohr,Amprion; Westnetz,,,,,,SRID=4326;POINT(6.92009758457639 49.9705403656679),Amprion,-3.7018022706985008
20128,6.82245774286282,51.3425063568576,substation,110000,50,Station Lintorf,RWE,,,,,,SRID=4326;POINT(6.82245774286282 51.3425063568576),Amprion,-14.659636745767589
20160,11.8531155897178,53.0865542882651,substation,380000;110000,,Umspannwerk Perleberg,50Hertz;EON_Avacon,,,,,,SRID=4326;POINT(11.8531155897178 53.0865542882651),50Hertz,4.0362539528063905
20298,7.16756105010482,51.3899465895675,substation,380000;220000;110000,50,Station Hattingen,Amprion,,,,,,SRID=4326;POINT(7.16756105010482 51.3899465895675),Amprion,-19.812963617743574
20403,6.75550685352124,49.3648623497296,substation,220000,50,Dieffeln,VSE,,,,,,SRID=4326;POINT(6.75550685352124 49.3648623497296),Amprion,-0.4968291862509471
20408,7.18050361114986,51.4526103518285,substation,110000,,Umspannwerk Eppendorf,Stadtwerke Bochum,7057 UWEP,,,,,SRID=4326;POINT(7.18050361114986 51.4526103518285),Amprion,-20.653850983688574
20702,6.2110684891669,49.9586167664622,substation,220000,50,SA Bauler,Amprion,,,,,,SRID=4326;POINT(6.2110684891669 49.9586167664622),Amprion,46.92657620956322
20744,7.14826362623883,49.2851261624214,substation,110000,50,UA Rohrbach,,,,,,,SRID=4326;POINT(7.14826362623883 49.2851261624214),TransnetBW,-0.7501981845903849
20913,7.23321700165084,51.2324679207805,substation,380000;110000,50,Station Linde,RWE,,,,,,SRID=4326;POINT(7.23321700165084 51.2324679207805),Amprion,-18.82652739905659
21050,6.72645957303147,49.27245020991,substation,,,UA Überherrn,,,,,,,SRID=4326;POINT(6.72645957303147 49.27245020991),TransnetBW,-0.06537985957675474
21270,12.3244579783458,49.6399772986727,substation,110000,50,Umspannwerk Vohenstrauß,E.ON Netz GmbH,VOH,,,,,SRID=4326;POINT(12.3244579783458 49.6399772986727),50Hertz,-9.829455208171956
21282,8.02041677489431,50.9236178111588,substation,220000,50,Setzer Wiese,RWE,,,,,,SRID=4326;POINT(8.02041677489431 50.9236178111588),Amprion,-20.701170744587333
21324,12.7475855482068,48.1486110827785,substation,220000;110000,50,Umspannwerk Pirach,"TenneT TSO GmbH, E.ON Netz GmbH",PI,,,,,SRID=4326;POINT(12.7475855482068 48.1486110827785),50Hertz,37.06391746385378
21347,6.79230526049645,49.8531218474701,station,,,Station Bekond,,,,,,,SRID=4326;POINT(6.79230526049645 49.8531218474701),Amprion,-2.66724907671086
21785,7.00885990092222,51.1741880817418,substation,380000;110000,50,Station Ohligs,Amprion,,,,,,SRID=4326;POINT(7.00885990092222 51.1741880817418),Amprion,-14.71410146630852
22305,7.88965787318573,52.2773874121267,substation,380000;220000;110000,50,Station Westerkappeln,Amprion,,,,,,SRID=4326;POINT(7.88965787318573 52.2773874121267),Amprion,-18.423346306983426
22609,9.25079586209321,53.1143538822759,substation,380000;220000;110000,50,Sottrum,EON_Netz,,,,,,SRID=4326;POINT(9.25079586209321 53.1143538822759),TenneT,3.862170928102154
23436,7.94281004947385,47.6530213650034,plant,,,Kavernenkraftwerk Wehr,,,,,,,SRID=4326;POINT(7.94281004947385 47.6530213650034),TransnetBW,50.96790725952093
23490,10.1851124954458,49.5263632715649,station,,,Umspannwerk Wallmersbach,,,,,,,SRID=4326;POINT(10.1851124954458 49.5263632715649),TenneT,-7.98253115193287
23500,11.8075401848192,48.4553719666337,substation,220000;110000,,Zolling - Irsching,,ZOL,,,,,SRID=4326;POINT(11.8075401848192 48.4553719666337),50Hertz,-19.520719268693732
24593,10.9909064280074,50.5735635177019,substation,380000;110000,50,Umspannwerk Altenfeld,50Hertz,,,,,,SRID=4326;POINT(10.9909064280074 50.5735635177019),TenneT,-0.19807773673425721
24822,7.51948805075243,50.3570761007431,substation,,,Station Rübenach,Westnetz; Energienetze Mittelrhein,,,,,,SRID=4326;POINT(7.51948805075243 50.3570761007431),Amprion,-11.227935848206439
24840,11.4339383023376,50.65277165645,substation,220000,,Stahlwerk Thüringen,,,,,,,SRID=4326;POINT(11.4339383023376 50.65277165645),50Hertz,0.34832654301239785
24862,7.86403944877968,50.7684190499606,substation,380000;220000;110000,50,Station Dauersberg,RWE,,,,,,SRID=4326;POINT(7.86403944877968 50.7684190499606),Amprion,-18.76254410541059
24934,8.54432615076693,49.4356024755454,station,110000,50,Umspannwerk Rheinau,EnBW,,,,,,SRID=4326;POINT(8.54432615076693 49.4356024755454),Amprion,-3.3303736165860887
25063,7.92896630920816,50.8178587245952,sub_station,,,,,,,,,,SRID=4326;POINT(7.92896630920816 50.8178587245952),Amprion,-19.494250435658493
25088,7.4334935458531,50.4365410616211,substation,220000,,,,,,,,,SRID=4326;POINT(7.4334935458531 50.4365410616211),Amprion,-11.428307461990197
25228,13.90247491808,51.8747240229493,substation,380000;110000,50,Umspannwerk Ragow,50Hertz,RAG,,,,,SRID=4326;POINT(13.90247491808 51.8747240229493),50Hertz,68.5640778255092
25248,8.5120524890324,49.2939490258652,substation,220000;110000,50,Umspannwerk Altlußheim,Netze BW GmbH;Transnet BW GmbH,,,,,,SRID=4326;POINT(8.5120524890324 49.2939490258652),TransnetBW,-2.779122431351899
25253,7.19597955354401,51.4115752344278,substation,220000,,Station Welper,RWE,,,,,,SRID=4326;POINT(7.19597955354401 51.4115752344278),Amprion,-20.427969619767406
25280,13.3823861862486,51.3561064566207,substation,380000;110000,50,Umspannwerk Streumen,50Hertz,STR,,,,,SRID=4326;POINT(13.3823861862486 51.3561064566207),50Hertz,13.48907406940434
25342,14.5080388276773,51.4136769977737,substation,380000,50,Umspannwerk Bärwalde,50Hertz,,,,,,SRID=4326;POINT(14.5080388276773 51.4136769977737),50Hertz,69.45743611801709
25406,7.31934050098583,49.3048721803483,substation,220000;110000,50,Beeden,Pfalzwerke,,,,,,SRID=4326;POINT(7.31934050098583 49.3048721803483),Amprion,-1.1256721610644131
26313,12.2428452625814,50.5674279303622,substation,220000;110000,50,Umspannwerk Herlasgrün,50Hertz;enviaM,Her,,,,,SRID=4326;POINT(12.2428452625814 50.5674279303622),50Hertz,0.39878644528536356
26348,12.4772720055462,50.7531070940369,substation,220000;110000,50,Crossen,50Hertz,,,,,,SRID=4326;POINT(12.4772720055462 50.7531070940369),50Hertz,2.0520650461242163
28727,7.55518070138033,51.3752428329497,sub_station,,,,Mark E,,,,,,SRID=4326;POINT(7.55518070138033 51.3752428329497),Amprion,-23.959898998387644
28857,8.31413226033039,49.0064314765221,substation,110000,50,,EnBW AG,,,,,,SRID=4326;POINT(8.31413226033039 49.0064314765221),TransnetBW,-1.4453040674068287
29726,7.95753364593255,47.5721900910276,substation,220000,,,,,,,,,SRID=4326;POINT(7.95753364593255 47.5721900910276),TransnetBW,51.070465486303036
32709,6.82317865100844,49.7433557650403,station,,,Herl,,,,,,,SRID=4326;POINT(6.82317865100844 49.7433557650403),Amprion,-2.321241269284277
32925,11.6994192698437,53.5723201096956,substation,380000,,Wessin,50Hertz,,,,,,SRID=4326;POINT(11.6994192698437 53.5723201096956),50Hertz,55.633537288349785
36412,8.27346491907828,49.0294830386768,substation,220000;110000,50,Umspannwerk Maximiliansau,Pfalzwerke AG,,,,,,SRID=4326;POINT(8.27346491907828 49.0294830386768),TransnetBW,-1.4018025095542388
40474,13.3367531453491,52.5148502758919,substation,,,S-Bahn Gleichrichterunterwerk Tiergarten,S-Bahn Berlin GmbH,,,,,,SRID=4326;POINT(13.3367531453491 52.5148502758919),50Hertz,6.585706380885661
46564,8.68226899774941,48.1063073219325,substation,,,,,,,,,,SRID=4326;POINT(8.68226899774941 48.1063073219325),TransnetBW,47.98042785143829
48286,12.1504368966336,50.6698141713742,plant,,,,,,,,,,SRID=4326;POINT(12.1504368966336 50.6698141713742),50Hertz,0.9295382815369848
48876,12.3374179015243,51.196962739796,substation,380000;110000,,Pulgar,50 Hertz Transmission;Stadtwerke Leipzig,,,,,,SRID=4326;POINT(12.3374179015243 51.196962739796),50Hertz,3.454105202777926
112021,13.5186145685364,52.6206132442322,joint,380000;380000;380000,50;50;50,"517;517, 520;520",50Hertz,517,,,,,SRID=4326;POINT(13.5186145685364 52.6206132442322),50Hertz,6.484793676481674
112047,12.9041526309856,52.5964457887893,joint,380000;380000;380000,50,"493;494;493, 494",50Hertz Transmission,493,,,,,SRID=4326;POINT(12.9041526309856 52.5964457887893),50Hertz,4.27273894096224
112074,8.60081503407176,50.1502571433277,joint,110000;380000;110000;380000,50;50;50,380 kV 3011; 220 kV 1046;380 kV 3011,TenneT,1046,,,,,SRID=4326;POINT(8.60081503407176 50.1502571433277),Amprion,-7.98742818591516
112162,7.05869101987915,50.8101556507429,joint,380000;110000;110000;380000;110000,50;50;50,380 kV Siegtal Nord|Süd; 110 kV Stockem Ost|West;110 kV Stockem West;380 kV Siegtal Nord|Süd; 110 kV Stockem Ost,RWE,4103,,,,,SRID=4326;POINT(7.05869101987915 50.8101556507429),Amprion,-10.716799127245181
112235,10.0361687970235,53.8034600928007,joint,110000;220000;110000;220000,50;50;50,,Schleswig-Holstein Netz AG,147,,,,,SRID=4326;POINT(10.0361687970235 53.8034600928007),50Hertz,62.75295437263331
112455,11.8179392541696,48.2233460584519,joint,220000;110000;220000;110000,,Neufinsing - Zolling;Neufinsing - Wörth;Neufinsing - Wörth - Stollnkirchen;Neufinsing - Zolling;Neufinsing - Wörth;Neufinsing - Wörth - Stollnkirchen,TenneT TSO GmbH,258,,,,,SRID=4326;POINT(11.8179392541696 48.2233460584519),50Hertz,-17.316743766473884
112463,11.7979039487248,48.240892079336,joint,380000;220000;380000;220000,50;50,Oberbachern - Ottenhofen;Oberbachern - Neufinsing;Oberbachern - Ottenhofen;Oberbachern - Neufinsing,TenneT TSO GmbH,461;462,,,,,SRID=4326;POINT(11.7979039487248 48.240892079336),50Hertz,-17.556946540912527
112504,11.3985577095064,48.1957898559286,joint,110000;220000,50,Karlsfeld/West - Puchheim - Oberbrunn;Karlsfeld/West - Puchheim - Argelsried - Oberbrunn;Oberbrunn - Oberbachern,E.ON Netz GmbH,125;126,,,,,SRID=4326;POINT(11.3985577095064 48.1957898559286),50Hertz,31.797266941903835
112508,7.45678078550964,51.6598757476734,joint,110000;220000;110000;220000;110000,50;50,110kV Gersteinwerk - Selm,RWE,2601,,,,,SRID=4326;POINT(7.45678078550964 51.6598757476734),Amprion,-24.54836114951816
112509,7.41755396216647,51.6446851717665,joint,220000;380000;380000;220000,50;50,380kV Mengede Nord+Waltrop Süd,RWE,4301,,,,,SRID=4326;POINT(7.41755396216647 51.6446851717665),Amprion,-24.267612237459005
112516,7.42265953708376,51.4625203479673,joint,380000;380000;380000,50;50;50,380kV Witten West,RWE,4327,,,,,SRID=4326;POINT(7.42265953708376 51.4625203479673),Amprion,-23.472852911449657
112542,6.6849759615049,51.640564073356,joint,110000;220000;110000;220000,50;50,110kV Hamborn Ost,RWE,2317,,,,,SRID=4326;POINT(6.6849759615049 51.640564073356),Amprion,-16.924657572887437
112660,10.2385576135681,49.973013063045,joint,110000;110000;380000;110000;380000,,Haßfurt - Heidenfeld - Schwebheim;Brünnstadt - Heidenfeld - Schwebheim;Brünnstadt - Heidenfeld - Schwebheim;Brünnstadt - Knetzgau;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid;Haßfurt - Heidenfeld - Schwebheim;Brünnstadt - Knetzgau;Grafenrheinfeld - Eltmann;Grafenrheinfeld - Oberhaid,TenneT TSO GmbH;E.ON Netz GmbH,121;151,,,,,SRID=4326;POINT(10.2385576135681 49.973013063045),TenneT,-4.165879080971246
112718,6.85369637035836,51.0241340637737,joint,380000;220000;380000;220000,50;50;50,380 kV Opladen Nord|Süd; 220 kV Frixheim Süd; Niederaußem 5e;380 kV Opladen Nord|Süd;220 kV Frixheim Süd; Niederaußem 5e,RWE,4560,,,,,SRID=4326;POINT(6.85369637035836 51.0241340637737),Amprion,-10.526613423469943
112729,6.69717301693809,50.9701700770486,joint,380000;110000;380000;110000;110000,50;50;50,380 kV Selfkant Weiß; 380 kV Paffendorf Süd; 110 kV Glesch Süd; Grefrath Ost;110 kV Glesch Süd; Grefrath Ost,RWE,4179,,,,,SRID=4326;POINT(6.69717301693809 50.9701700770486),Amprion,-8.206325103716214
112777,7.14691896567742,51.5061492479909,joint,110000;220000;220000;110000,,110kV Bochum-Wanne Ost+West,RWE,1769,,,,,SRID=4326;POINT(7.14691896567742 51.5061492479909),Amprion,-20.75238590376053
112825,7.02936731405964,51.6243730705648,joint,220000;220000;220000,,220kV Schermbeck Nord+Scholven E;220kV Polsum Süd,RWE,2422,,,,,SRID=4326;POINT(7.02936731405964 51.6243730705648),Amprion,-20.374056826004445
112869,9.77314028520276,53.6950714428704,joint,220000;110000;220000;110000;220000,50;50;50,,TenneT;Schleswig-Holstein Netz AG,316A;138,,,,,SRID=4326;POINT(9.77314028520276 53.6950714428704),TenneT,61.94045079931192
112880,7.12132775986342,51.4463394826491,joint,110000;220000;220000,50;50;50,110kV Leithe Ost+West;220kV Herdecke Nord+Süd,RWE,4170,,,,,SRID=4326;POINT(7.12132775986342 51.4463394826491),Amprion,-19.824885853837884
112941,13.2640795378954,52.7004780624634,joint,110000;220000;220000;110000,16.7;50;50;16.7,"Priort - Karow;293, 294;293;294;Priort - Karow 1+2",DB_Energie,330,,,,,SRID=4326;POINT(13.2640795378954 52.7004780624634),50Hertz,4.941281380385327
113025,6.36098013882387,50.9057880567574,joint,110000;380000;110000,50;50,110kV KFA Nord+Süd;380 kV Kirchberg Süd; Selfkant weiss; 110 kV Berg Ost; Lindern Ost,RWE,0287,,,,,SRID=4326;POINT(6.36098013882387 50.9057880567574),Amprion,42.740741831029816
113109,10.634381648389,48.0262077580738,joint,110000;220000,,,LEW,,,,,,SRID=4326;POINT(10.634381648389 48.0262077580738),TransnetBW,37.20377217076139
113370,8.08903780984965,50.9089640620648,joint,220000;110000,,,RWE,2459,,,,,SRID=4326;POINT(8.08903780984965 50.9089640620648),Amprion,-20.269556402963968
113295,11.5651679757575,48.2984498645738,joint,110000;110000;110000,,,E.ON Netz GmbH,1650,,,,,SRID=4326;POINT(11.5651679757575 48.2984498645738),50Hertz,-18.357099438032364
113375,10.3636025621284,47.7089963458156,joint,220000;110000;110000,,,Lechwerke,,,,,,SRID=4326;POINT(10.3636025621284 47.7089963458156),TransnetBW,42.70530741427307
113492,9.39125828325447,48.7429114558362,joint,380000;110000;380000;110000;110000,,"AL1-EDS 380 kV, EDS-WDL 380 kV, AL1-EDS/AIC 2x 110 kV;AL1-EDS 380 kV, EDS-WDL 380 kV, AL1-EDS/AIC 2x 110 kV;AL1-EDS/AIC 2x 110 kV",Neckarwerke;EVS,,,,,,SRID=4326;POINT(9.39125828325447 48.7429114558362),TransnetBW,-6.83527889807881
113530,7.72945001695958,52.2805176626744,joint,110000;220000;220000;110000,,,RWE,0206,,,,,SRID=4326;POINT(7.72945001695958 52.2805176626744),Amprion,-19.1769879439414
113623,12.0140429179974,53.0708769828253,joint,380000;380000;380000,50;50;50,513;514;513;514,50Hertz,513;514,,,,,SRID=4326;POINT(12.0140429179974 53.0708769828253),50Hertz,3.834920590267833
113657,10.9286873424462,48.2395012430818,joint,110000;380000;110000;380000,,,LEW,R6/1;R6/2,,,,,SRID=4326;POINT(10.9286873424462 48.2395012430818),TenneT,-15.821673513983953
113822,8.34966323845387,53.2549108582422,joint,110000;220000;110000,50;50;50,006,EON_Netz,,,,,,SRID=4326;POINT(8.34966323845387 53.2549108582422),Amprion,4.754344268081265
