line_id,bus0,bus1,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326,type,parallel_circuits,voltage_kv,length_km,x_ohm,capacity_mw,susceptance,flow_mw,abs_flow_mw,utilization_pct,severity,bottleneck_score
178306,17324,112970,220000;220000;110000;220000;110000;220000;220000;220000;220000;220000,3;3;6;12;3;3;3;3;3,2;2;1;2;1;2;2;2;2,50;50;50;50;50;50;50;50;50,211;Maade schwarz;109;211;109;211;211;Voslapp (220 kV);Maade schwarz;211,TenneT,211,2004.34166523204,,,,,'',"SRID=4326;LINESTRING(8.08571803635628 53.6058223637495,8.05980258808562 53.6163549825499)",line,8,220.0,2.00434166523204,0.08017366660928159,3962.932247717591,100000.0,-122.70097584218264,122.70097584218264,3.0962168458179162,normal,3.406019548228295
112753,112063,112348,380000;220000,9,,,"1 x 380 kV, 2 x 220 kV",,,401.406556612832,,,,,'',"SRID=4326;LINESTRING(8.53116541615895 49.8530190929433,8.52894010953713 49.856341440482)",line,2,380.0,0.401406556612832,0.08,3290.896534380867,100000.0,331.82325675682466,331.82325675682466,10.083065611154264,normal,3.402796840304765
81703,115476,115475,380000;220000,9,4;2,,,RWE,4516,263.050617969198,,,,,'',"SRID=4326;LINESTRING(7.13497846908938 51.4184596787025,7.13484794387859 51.416085540635)",line,2,380.0,0.26305061796919804,0.08,3290.896534380867,100000.0,-479.1745509937884,479.1745509937884,14.560608210793777,normal,3.4003376725678875
92729,18642,114231,220000,6,2,,,RWE,,701.611952595225,,,,,'',"SRID=4326;LINESTRING(6.74539433981265 51.4986616754736,6.74266037915935 51.505397647206)",line,1,220.0,0.701611952595225,0.224515824830472,495.3665309646989,100000.0,-31.657164961440554,31.657164961440554,6.3906547944993335,normal,3.3971187718760603
147960,112878,134617,220000,6,2,50,220kV Gladbeck West+ANK,RWE,4170,129.646727686347,,,,,'',"SRID=4326;LINESTRING(7.120626085795 51.4503911568097,7.12549623603904 51.4486792678061)",line,1,220.0,0.129646727686347,0.16,495.3665309646989,100000.0,-137.87875514781334,137.87875514781334,27.8336840559862,normal,3.393063959997635
88403,112846,112845,380000;110000,6,4;2,,,RWE,4164,1275.2385224406,,,,,'',"SRID=4326;LINESTRING(7.00089062972152 51.5136403672592,7.01763441813375 51.5179383416467)",line,2,380.0,1.2752385224406,0.204038163590496,3290.896534380867,100000.0,-135.14691608563777,135.14691608563777,4.106689914852144,normal,3.376047734865446
156025,118661,118660,380000,3,3,,454,Vattenfall_Europe_Transmission,454,207.761712135876,,,,,'',"SRID=4326;LINESTRING(10.3907435414706 51.0069739699321,10.3880041290116 51.0062370565876)",line,1,380.0,0.207761712135876,0.16,1645.4482671904334,100000.0,292.77698494322715,292.77698494322715,17.793144323105178,normal,3.358790891573634
129640,18639,114225,220000,6,,,,,,1047.70848118086,,,,,'',"SRID=4326;LINESTRING(6.72247756302745 51.4798054545034,6.72324985199468 51.4899181884813)",line,1,220.0,1.04770848118086,0.33526671397787516,495.3665309646989,100000.0,-23.052269208467813,23.052269208467813,4.653578263265949,normal,3.3353189131977565
80626,112599,112600,220000,3,2,50,220 KV,,,209.607279338761,,,,,'',"SRID=4326;LINESTRING(6.65436245460045 51.3824777472438,6.65257534617422 51.3840078619821)",line,1,220.0,0.209607279338761,0.16,495.3665309646989,100000.0,86.44726935281844,86.44726935281844,17.451172808236997,normal,3.3208839201421005
103526,17282,112834,380000;220000;110000,13,4;2;1,50;16.7,,RWE,4569,8965.73774891216,,,,,'',"SRID=4326;LINESTRING(6.85737462656164 51.6792555260259,6.94963329859883 51.6340178557099)",line,3,380.0,8.965737748912161,0.9563453598839639,4936.3448015713,100000.0,70.97838273585344,70.97838273585344,1.4378732764627815,normal,3.305890635537138
